,Unnamed: 0,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label,rationale_binary
396,396,r2-0019855,"[1, 279, 783, 23087, 681, 360, 392, 743, 260, 304, 273, 708, 265, 312, 495, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'whole', 'ordeal', 'took', 'over', '2', 'hours.', 'but', 'I', 'thought', 'of', 'my', 'family']","['The', 'whole', 'ordeal', 'took', 'over', '2', 'hours.', 'but', 'I', 'thought', 'of', 'my', 'family']","[0.7235827433095118, 0.42058935759422655, 0.43866195403905667, 0.3923267357296079, 0.3469267367053072, 0.3156354104929312, 0.4140078331478228, 0.8095006239368935, 0.45735670658273997, 0.4290764054070228, 0.4369970177513264, 0.43355367864720473, 0.4211053420054479]",negative,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
397,397,r2-0019857,"[1, 273, 280, 358, 298, 2237, 322, 275, 27065, 506, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm"", 'not', 'putting', 'up', 'with', 'incompetent', 'service']","[""I'm"", 'not', 'putting', 'up', 'with', 'incompetent', 'service']","[0.4908182178367937, 0.3880335388210243, 0.4392031464215143, 0.3341001587177443, 0.46766889758186164, 0.4444458826837213, 0.4400204244282888]",negative,"[1, 0, 0, 0, 1, 0, 0]"
398,398,r2-0019858,"[1, 325, 269, 3211, 264, 472, 291, 470, 300, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['It', 'is', 'impossible', 'to', 'love', 'this', 'place!']","['It', 'is', 'impossible', 'to', 'love', 'this', 'place!']","[0.48337121951037815, 0.38839586062636555, 0.4505479234609348, 0.3922986241847919, 0.405310296541196, 0.3969102116148173, 0.32776441664067185]",positive,"[1, 0, 1, 0, 0, 0, 0]"
399,399,r2-0019859,"[1, 1244, 274, 42741, 444, 277, 347, 14343, 5838, 263, 18123, 438, 25710, 277, 266, 20687, 265, 397, 3963, 3290, 304, 273, 418, 280, 297, 2477, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['First', 'you', 'chow', 'down', 'on', 'some', 'complementary', 'chips', 'and', 'salsa', 'while', 'sipping', 'on', 'a', 'pint', 'of', 'good', 'craft', 'beer', 'but', 'I', ""don't"", 'drink.']","['First', 'you', 'chow', 'down', 'on', 'some', 'complementary', 'chips', 'and', 'salsa', 'while', 'sipping', 'on', 'a', 'pint', 'of', 'good', 'craft', 'beer', 'but', 'I', ""don't"", 'drink.']","[0.5142302885504925, 0.4331428073231687, 0.48516504279047185, 0.4207560538560541, 0.48193048082591655, 0.3711663777011382, 0.36304798178426556, 0.4122104750035005, 0.7057362982307274, 0.4939961522262475, 0.34192171298757634, 0.5279689700781891, 0.4643254061940403, 0.7128593538735709, 0.6393547873935832, 0.449511378484274, 0.32591419001588495, 0.32112138299943843, 0.5186331318324092, 0.4793685713454365, 0.44646430808598775, 0.4746600386982552, 0.507820318740034]",neutral,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
400,400,r2-0019860,"[1, 279, 6715, 1210, 269, 960, 277, 1333, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'boring', 'average', 'is', '50', 'on', 'Sunday.']","['The', 'boring', 'average', 'is', '50', 'on', 'Sunday.']","[0.5920491510463028, 0.38751605274800055, 0.3674560316122093, 0.3868388367311519, 0.28941199312731125, 0.32179212745756347, 0.3458665064530804]",neutral,"[1, 1, 0, 0, 0, 0, 0]"
401,401,r2-0019861,"[1, 345, 670, 422, 264, 1469, 322, 262, 3219, 264, 3391, 312, 2649, 280, 268, 1259, 1606, 2789, 261, 324, 301, 332, 3193, 264, 623, 307, 24428, 1947, 1606, 8482, 300, 309, 1223, 267, 890, 3782, 16376, 277, 530, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We', 'came', 'here', 'to', 'pick', 'up', 'the', 'cake', 'to', 'celebrate', 'my', ""sister's"", '21st', 'birthday,', 'so', 'we', 'were', 'surprised', 'to', 'read', '""Happy', '31st', 'Birthday!""', 'written', 'in', 'pretty', 'pink', 'icing', 'on', 'top.']","['We', 'came', 'here', 'to', 'pick', 'up', 'the', 'cake', 'to', 'celebrate', 'my', ""sister's"", '21st', 'birthday,', 'so', 'we', 'were', 'surprised', 'to', 'read', '""Happy', '31st', 'Birthday!""', 'written', 'in', 'pretty', 'pink', 'icing', 'on', 'top.']","[0.6033641017284664, 0.4512960387596558, 0.4507463358339316, 0.5533736499153257, 0.4573746487816256, 0.44489317678977286, 0.9807648847415598, 0.5682820948207692, 0.5630082503684757, 0.5470816713677059, 0.4611116480738472, 0.48696058776402135, 0.5142276158156741, 0.5294000972855485, 0.39324588362865504, 0.3600988182757742, 0.6214745995717912, 1.0354309087971727, 0.5003801678000852, 0.5206209448983233, 0.5966764003130481, 0.5350007349052238, 0.5426894801787621, 0.48984687339272154, 0.6456778233092081, 0.4597657000850615, 0.4108300295797521, 0.33136758650301407, 0.5765610750941172, 1.002356450759301]",positive,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
402,402,r2-0019862,"[1, 329, 470, 303, 2798, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This', 'place', 'has', 'deals.']","['This', 'place', 'has', 'deals.']","[0.4551091897286097, 0.3271980154789578, 0.34542506503208475, 0.3377925954719383]",positive,"[1, 0, 0, 0]"
403,403,r2-0019863,"[1, 279, 979, 1242, 764, 263, 1579, 264, 365, 521, 290, 3202, 281, 298, 1626, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'staff', 'goes', 'above', 'and', 'beyond', 'to', 'make', 'sure', 'your', 'expectations', 'are', 'not', 'met.']","['The', 'staff', 'goes', 'above', 'and', 'beyond', 'to', 'make', 'sure', 'your', 'expectations', 'are', 'not', 'met.']","[0.7290149921084532, 0.3847557695921356, 0.3876733187389586, 0.4228521164396198, 0.5458376539127672, 0.4955850936293837, 0.45232642713840265, 0.41124390319225446, 0.5074699468547738, 0.4710995450212243, 0.4494196784043146, 0.4806898720781488, 0.3572875419878519, 0.41092491153531246]",negative,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
404,404,r2-0019864,"[1, 2135, 2082, 264, 4048, 3678, 269, 21164, 337, 274, 37535, 288, 5291, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Their', 'fish', 'to', 'rice', 'ratio', 'is', 'impeccable', 'if', 'you', 'suck', 'at', 'math.']","['Their', 'fish', 'to', 'rice', 'ratio', 'is', 'impeccable', 'if', 'you', 'suck', 'at', 'math.']","[0.6049773332596649, 0.37538450257655787, 0.4302364899176024, 0.38157166443833324, 0.3820065754165515, 0.4200228797478539, 0.41845539120228786, 0.36093885141039234, 0.3668755636796769, 0.4087413050189266, 0.38990032953710646, 0.38754872623042935]",negative,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
405,405,r2-0019866,"[1, 951, 5529, 10022, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Not', 'authentic', 'whatsoever.']","['Not', 'authentic', 'whatsoever.']","[0.34426304036316974, 0.29795073284611806, 0.3239966499721656]",negative,"[1, 0, 0]"
406,406,r2-0019867,"[1, 383, 464, 266, 397, 688, 6012, 312, 3540, 270, 740, 385, 273, 330, 1253, 417, 2113, 265, 2733, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['He', 'did', 'a', 'good', 'job', 'pulling', 'my', 'leg', 'for', 'months', 'after', 'I', 'had', 'sent', 'him', 'thousands', 'of', 'dollars.']","['He', 'did', 'a', 'good', 'job', 'pulling', 'my', 'leg', 'for', 'months', 'after', 'I', 'had', 'sent', 'him', 'thousands', 'of', 'dollars.']","[0.5442305593643806, 0.45210088018358, 0.6911396267460541, 0.446748373234263, 0.48100730925336915, 0.4736267042128514, 0.4437607863576612, 0.43272323587390005, 0.4326263259558627, 0.3916961676042937, 0.4451148591720488, 0.3982931894304808, 0.4060440669221761, 0.42586351456166294, 0.34670388259060003, 0.5074877327291248, 0.3754201522179673, 0.4971561076623917]",negative,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
407,407,r2-0019868,"[1, 273, 348, 295, 280, 297, 350, 360, 308, 1428, 341, 271, 273, 952, 261, 456, 11878, 270, 456, 62584, 269, 14280, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'just', ""can't"", 'get', 'over', 'their', 'prices', '--', 'I', 'mean,', '5', 'bucks', 'for', '5', 'blouses', 'is', 'unbelievable.']","['I', 'just', ""can't"", 'get', 'over', 'their', 'prices', '--', 'I', 'mean,', '5', 'bucks', 'for', '5', 'blouses', 'is', 'unbelievable.']","[0.5579572942594944, 0.42789902569440375, 0.531616982254078, 0.5095782520664163, 0.4399584274123347, 0.4681003697264033, 0.42446359431694647, 0.5233925158853691, 0.4275010799864998, 0.5454128398631596, 0.5174413280729759, 0.44435697909444993, 0.4909561416375331, 0.8341128027879047, 0.40380079445156514, 0.48266231176959795, 0.4552588407250704]",positive,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
408,408,r2-0019869,"[1, 345, 595, 262, 640, 260, 279, 4984, 284, 1201, 283, 301, 519, 321, 265, 316, 640, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We', 'left', 'the', 'car.', 'The', 'smell', 'was', 'amazing', 'as', 'we', 'got', 'out', 'of', 'our', 'car.']","['We', 'left', 'the', 'car.', 'The', 'smell', 'was', 'amazing', 'as', 'we', 'got', 'out', 'of', 'our', 'car.']","[0.5004514866801524, 0.3734406452281929, 0.588698366914364, 0.43801181946428164, 0.8222092083990231, 0.641763541512572, 0.5027146395956132, 0.48300374025036025, 0.45901137881308957, 0.3862767499371036, 0.44069333526909893, 0.46920793170376823, 0.45968319594477425, 0.4727114377025473, 0.45467906245603157]",positive,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
409,409,r2-0019871,"[1, 279, 1588, 537, 269, 461, 5320, 263, 30383, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'bar', 'area', 'is', 'too', 'loud', 'and', 'obnoxious.']","['The', 'bar', 'area', 'is', 'too', 'loud', 'and', 'obnoxious.']","[0.6010943564789073, 0.4009577435256061, 0.34990330299854944, 0.38566809928371215, 0.3526148394312913, 0.4542141086453759, 0.3880342715552823, 0.4116480128649907]",negative,"[1, 0, 0, 0, 0, 1, 0, 0]"
410,410,r2-0019872,"[1, 345, 650, 264, 1024, 337, 301, 387, 861, 316, 375, 788, 597, 263, 306, 6034, 381, 278, 284, 266, 484, 406, 263, 272, 301, 590, 280, 297, 389, 264, 365, 299, 3198, 261, 273, 1437, 272, 332, 262, 571, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We', 'called', 'to', 'ask', 'if', 'we', 'could', 'bring', 'our', 'two', 'month', 'old', 'and', 'they', 'assured', 'us', 'it', 'was', 'a', 'free', 'day', 'and', 'that', 'we', ""didn't"", 'need', 'to', 'make', 'an', 'appointment,', 'I', 'wish', 'that', 'were', 'the', 'case.']","['We', 'called', 'to', 'ask', 'if', 'we', 'could', 'bring', 'our', 'two', 'month', 'old', 'and', 'they', 'assured', 'us', 'it', 'was', 'a', 'free', 'day', 'and', 'that', 'we', ""didn't"", 'need', 'to', 'make', 'an', 'appointment,', 'I', 'wish', 'that', 'were', 'the', 'case.']","[0.6461872054272143, 0.4541986479928665, 0.5072525504125174, 0.48666301049606736, 0.47334404403126984, 0.46583729726084777, 0.4125306372855406, 0.44609120518544104, 0.4971266689618633, 0.3748797658204391, 0.46001446322814615, 0.4843298249433856, 0.8293734239647284, 0.52588403423599, 0.579310355901047, 0.4427335993218808, 0.5579060644583299, 0.7058269505334274, 0.8778213944182022, 0.5231877493415782, 0.48769344399831416, 0.8610178347823391, 0.5947448132853692, 0.4760043388478433, 0.5638290546652258, 0.5649873262134125, 0.43667360363535307, 0.5219716239359287, 0.5514819649088064, 0.46470998277728615, 0.620241043851284, 0.6434468271077609, 1.056035182723805, 0.4926953157227083, 0.5526574694212685, 0.523475937239343]",negative,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
411,411,r2-0019873,"[1, 329, 470, 702, 280, 297, 402, 5271, 266, 1078, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This', 'place', ""doesn't"", 'even', 'deserve', 'a', 'review.']","['This', 'place', ""doesn't"", 'even', 'deserve', 'a', 'review.']","[0.5434696140088272, 0.3446422300022436, 0.43757075246543314, 0.37197006152323137, 0.39089084260771967, 0.3636529939791178, 0.4685864803544369]",negative,"[1, 0, 0, 0, 0, 0, 1]"
412,412,r2-0019874,"[1, 345, 330, 266, 2867, 260, 279, 36729, 48476, 429, 3188, 269, 266, 1496, 8610, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We', 'had', 'a', 'meal.', 'The', 'truffle', 'macaroni', '&', 'cheese', 'is', 'a', 'wonderful', 'accent.']","['We', 'had', 'a', 'meal.', 'The', 'truffle', 'macaroni', '&', 'cheese', 'is', 'a', 'wonderful', 'accent.']","[0.4810047562252914, 0.3906525931657438, 0.5352215696572639, 0.43758490862219257, 0.7749633279316366, 0.5733386494433366, 0.3548047845629769, 0.4205894609698509, 0.3420911445253415, 0.41925372408932426, 0.47020022350600804, 0.5415693136958423, 0.3766489459564239]",positive,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
413,413,r2-0019875,"[1, 369, 274, 409, 397, 645, 263, 426, 506, 261, 687, 266, 467, 470, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['If', 'you', 'want', 'good', 'food', 'and', 'great', 'service,', 'try', 'a', 'different', 'place.']","['If', 'you', 'want', 'good', 'food', 'and', 'great', 'service,', 'try', 'a', 'different', 'place.']","[0.5039232290432838, 0.46118828002938916, 0.3998143149855154, 0.3664480865155414, 0.5012435105170796, 0.5556073000008699, 0.38254996378276757, 0.4154771507471793, 0.6413798260875733, 0.433780797927724, 0.5828119771671649, 0.4269089293868818]",negative,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]"
414,414,r2-0019879,"[1, 643, 306, 2178, 442, 1005, 1476, 261, 262, 772, 2641, 6672, 442, 263, 262, 1439, 1150, 280, 297, 262, 454, 260, 345, 3254, 291, 470, 394, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['After', 'they', 'killed', 'off', 'happy', 'hour,', 'the', 'value', 'factor', 'wore', 'off', 'and', 'the', 'feeling', ""wasn't"", 'the', 'same.', 'We', 'hate', 'this', 'place', 'now.']","['After', 'they', 'killed', 'off', 'happy', 'hour,', 'the', 'value', 'factor', 'wore', 'off', 'and', 'the', 'feeling', ""wasn't"", 'the', 'same.', 'We', 'hate', 'this', 'place', 'now.']","[0.5428078747586949, 0.4068288465998349, 0.4756172174835549, 0.41705556361430496, 0.3749694633482166, 0.42013058593219205, 0.8458185413966481, 0.760204841667489, 0.42704442393000536, 0.4139443245989198, 0.555699874577808, 0.4781712836967396, 0.7456122466405328, 0.7855355275538186, 0.49290062998755496, 0.5595538515906824, 0.5335659545652248, 0.4082578159994786, 0.7381594502609158, 0.5156974947688949, 1.0679160261065386, 0.4525348859900518]",negative,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]"
