,Unnamed: 0,sst2_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
277,277,1615,"[0, 627, 3501, 16, 13116, 2156, 5, 527, 14026, 70, 13946, 9, 22094, 2156, 5, 3880, 356, 101, 51, 58, 18913, 31, 821, 1873, 6703, 128, 29, 2946, 480, 8, 5, 740, 15696, 2850, 139, 22664, 429, 157, 28, 5, 2373, 780, 12, 38375, 5012, 9, 5, 76, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'acting', 'is', 'stiff,', 'the', 'story', 'lacks', 'all', 'trace', 'of', 'wit,', 'the', 'sets', 'look', 'like', 'they', 'were', 'borrowed', 'from', ""gilligan's"", 'island', '--', 'and', 'the', 'cgi', 'scooby', 'might', 'well', 'be', 'the', 'worst', 'special-effects', 'creation', 'of', 'the', 'year.']","[0, 627, 3501, 16, 13116, 2156, 5, 527, 14026, 70, 13946, 9, 22094, 2156, 5, 3880, 356, 101, 51, 58, 18913, 31, 821, 1873, 6703, 128, 29, 2946, 480, 8, 5, 740, 15696, 2850, 139, 22664, 429, 157, 28, 5, 2373, 780, 12, 38375, 5012, 9, 5, 76, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'acting', 'is', 'stiff,', 'the', 'story', 'lacks', 'all', 'trace', 'of', 'wit,', 'the', 'sets', 'look', 'like', 'they', 'were', 'borrowed', 'from', ""gilligan's"", 'island', '--', 'and', 'the', 'cgi', 'scooby', 'might', 'well', 'be', 'the', 'worst', 'special-effects', 'creation', 'of', 'the', 'year.']","[1.3927519569921696, 1.4557371211067958, 1.1302771841208477, 1.4755733869167007, 1.3359826568140452, 1.1738653072185696, 1.380993092288877, 1.569660144593095, 1.108384359871458, 1.5201946221578275, 1.0680669793982869, 2.2450320433683957, 1.362548610164285, 1.2381559529498518, 1.3670944153796316, 1.1940577017177543, 1.2775814907311804, 1.0936779612217569, 1.1276869042531488, 1.930409250145874, 1.2941804493430498, 1.0416693305386198, 1.1134115919099177, 1.7585111681186811, 1.2114897785878278, 1.0556601511348038, 1.4632764252898935, 1.2965574848201993, 1.26330476074665, 1.1890023358488169, 1.2607114842032234, 1.607741066120086, 1.2363219006047381, 1.1188830603090247, 1.6589784635524865, 1.2489627551644378]",negative,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
278,278,1651,"[0, 734, 10, 15950, 12, 876, 8831, 3068, 9, 10, 1569, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['...', 'a', 'roller-coaster', 'ride', 'of', 'a', 'movie']","[0, 734, 10, 15950, 12, 876, 8831, 3068, 9, 10, 1569, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['...', 'a', 'roller-coaster', 'ride', 'of', 'a', 'movie']","[3.0550335769685524, 2.5003253594079875, 4.972925704467569, 2.5299080755209893, 2.7937618425931356, 5.589003423928742, 2.736370803780565]",positive,"[0, 0, 1, 0, 0, 1, 0]"
279,279,1664,"[0, 260, 23, 20171, 39913, 15382, 14, 12959, 7396, 28228, 150, 32710, 2577, 5, 144, 22869, 2943, 9, 5, 2125, 19, 10, 2579, 39791, 11824, 23, 39, 3312, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['an', 'atonal', 'estrogen', 'opera', 'that', 'demonizes', 'feminism', 'while', 'gifting', 'the', 'most', 'sympathetic', 'male', 'of', 'the', 'piece', 'with', 'a', 'nice', 'vomit', 'bath', 'at', 'his', 'wedding.']","[0, 260, 23, 20171, 39913, 15382, 14, 12959, 7396, 28228, 150, 32710, 2577, 5, 144, 22869, 2943, 9, 5, 2125, 19, 10, 2579, 39791, 11824, 23, 39, 3312, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['an', 'atonal', 'estrogen', 'opera', 'that', 'demonizes', 'feminism', 'while', 'gifting', 'the', 'most', 'sympathetic', 'male', 'of', 'the', 'piece', 'with', 'a', 'nice', 'vomit', 'bath', 'at', 'his', 'wedding.']","[1.7201497587215262, 1.7254839596552936, 3.5113189396937377, 2.0054999088144, 2.1582221148602607, 1.7079826072155415, 1.9572574019187354, 1.8797947184314723, 1.9948401634020678, 1.6636668790992004, 2.6482614710121815, 1.6014251999408948, 1.4570129816616797, 1.3210270640641468, 2.1235062652154544, 1.4748955657707195, 1.4405077773112596, 1.4988996651850441, 1.664013601692505, 1.6730359822188592, 1.3570976906152057, 1.368359048878353, 2.163687193792176, 1.6027167758926093]",negative,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
280,280,1702,"[0, 102, 173, 9, 19720, 24234, 5073, 8, 1370, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force.']","[0, 102, 173, 9, 19720, 24234, 5073, 8, 1370, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force.']","[3.6755267602376795, 3.0583137141376366, 2.625759170860742, 3.2370327868279762, 4.65706115618415, 3.284446119818007, 2.722202872523318]",positive,"[1, 0, 0, 0, 1, 0, 0]"
281,281,1730,"[0, 627, 169, 1029, 3807, 3019, 29200, 293, 39, 657, 13, 4133, 480, 258, 14128, 3495, 15163, 8, 5, 20323, 14, 33805, 6954, 25, 1808, 480, 16, 821, 6502, 5846, 11110, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'way', 'coppola', 'professes', 'his', 'love', 'for', 'movies', '--', 'both', 'colorful', 'pop', 'junk', 'and', 'the', 'classics', 'that', 'unequivocally', 'qualify', 'as', 'art', '--', 'is', 'giddily', 'entertaining.']","[0, 627, 169, 1029, 3807, 3019, 29200, 293, 39, 657, 13, 4133, 480, 258, 14128, 3495, 15163, 8, 5, 20323, 14, 33805, 6954, 25, 1808, 480, 16, 821, 6502, 5846, 11110, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'way', 'coppola', 'professes', 'his', 'love', 'for', 'movies', '--', 'both', 'colorful', 'pop', 'junk', 'and', 'the', 'classics', 'that', 'unequivocally', 'qualify', 'as', 'art', '--', 'is', 'giddily', 'entertaining.']","[1.6131765188568903, 1.346803614569365, 1.4864305032915974, 1.3460459155258842, 1.8587390058166673, 1.9627002184706048, 1.410482114414588, 1.3852442287388553, 1.4967281564916817, 1.6785277876012514, 1.6418727485654732, 1.388875303107877, 1.4185981372377083, 1.6574848952709325, 1.5089501300650994, 2.05719587846892, 1.5407938451975727, 1.4471638940596412, 2.7232878774191294, 1.6085559260517033, 2.3287829633192736, 1.7155872511990022, 1.2652457196534628, 1.526574681671315, 1.2720308902376012]",positive,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
282,282,1751,"[0, 4297, 259, 128, 29, 5, 588, 16490, 4832, 24, 16, 295, 75, 6269, 2156, 1169, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['but', ""here's"", 'the', 'real', 'damn', ':', 'it', ""isn't"", 'funny,', 'either.']","[0, 4297, 259, 128, 29, 5, 588, 16490, 4832, 24, 16, 295, 75, 6269, 2156, 1169, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['but', ""here's"", 'the', 'real', 'damn:', 'it', ""isn't"", 'funny,', 'either.']","[2.496631844961023, 2.0303337533775823, 2.4464503977638374, 1.9776531679110272, 3.912103672614978, 3.588579899426226, 2.6314851927507266, 2.120919305499769, 1.971811767898916]",negative,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
283,283,1761,"[0, 25800, 37, 21, 576, 481, 11604, 81, 42, 695, 480, 37, 875, 2156, 3660, 2156, 12913, 8, 2622, 480, 16, 1684, 162, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['why', 'he', 'was', 'given', 'free', 'reign', 'over', 'this', 'project', '--', 'he', 'wrote,', 'directed,', 'starred', 'and', 'produced', '--', 'is', 'beyond', 'me.']","[0, 25800, 37, 21, 576, 481, 11604, 81, 42, 695, 480, 37, 875, 2156, 3660, 2156, 12913, 8, 2622, 480, 16, 1684, 162, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['why', 'he', 'was', 'given', 'free', 'reign', 'over', 'this', 'project', '--', 'he', 'wrote,', 'directed,', 'starred', 'and', 'produced', '--', 'is', 'beyond', 'me.']","[3.433587692794487, 1.679460332929809, 1.5394833292410126, 1.7025397625170657, 1.5530035352363363, 2.0581205155356024, 1.7601153528830402, 1.8480959529807996, 1.9361110177029386, 1.8447060675845568, 1.6747420127729495, 2.0426871844934595, 1.808927528842794, 2.1213295314701925, 1.7511699060888306, 2.6171412545724175, 2.0503392606091766, 1.592303449659334, 1.630739063210116, 1.857958017603237]",negative,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0]"
284,284,1774,"[0, 627, 1569, 16, 10, 7814, 9, 5984, 1007, 2156, 25, 28211, 4469, 19269, 8, 33200, 3686, 24780, 47, 149, 5, 1445, 5663, 728, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'movie', 'is', 'a', 'blast', 'of', 'educational', 'energy,', 'as', 'bouncy', 'animation', 'and', 'catchy', 'songs', 'escort', 'you', 'through', 'the', 'entire', '85', 'minutes.']","[0, 627, 1569, 16, 10, 7814, 9, 5984, 1007, 2156, 25, 28211, 4469, 19269, 8, 33200, 3686, 24780, 47, 149, 5, 1445, 5663, 728, 479, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'movie', 'is', 'a', 'blast', 'of', 'educational', 'energy,', 'as', 'bouncy', 'animation', 'and', 'catchy', 'songs', 'escort', 'you', 'through', 'the', 'entire', '85', 'minutes.']","[1.8756530619215883, 1.9522522461540048, 1.48175921566431, 1.4770094496034822, 2.2390889583559384, 1.4610364036084755, 1.4508488574829919, 1.7497629924760334, 1.761203379608308, 1.7918434075054124, 3.0057103319816134, 2.7748439267177845, 2.130230026122614, 1.6013076102284534, 2.536339297280797, 1.7074381265767369, 2.904015724107214, 1.5373030332938475, 1.5534507091990566, 1.612249460814475, 1.754772602557845]",positive,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]"
285,285,14,"[0, 12963, 8444, 841, 40, 144, 533, 45, 465, 99, 51, 128, 241, 1818, 19, 3605, 358, 183, 25606, 5, 1569, 14026, 258, 10161, 5622, 8, 12073, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['even', 'horror', 'fans', 'will', 'most', 'likely', 'not', 'find', 'what', ""they're"", 'seeking', 'with', 'trouble', 'every', 'day', ';', 'the', 'movie', 'lacks', 'both', 'thrills', 'and', 'humor.']","[0, 12963, 8444, 841, 40, 144, 533, 45, 465, 99, 51, 128, 241, 1818, 19, 3605, 358, 183, 25606, 5, 1569, 14026, 258, 10161, 5622, 8, 12073, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['even', 'horror', 'fans', 'will', 'most', 'likely', 'not', 'find', 'what', ""they're"", 'seeking', 'with', 'trouble', 'every', 'day;', 'the', 'movie', 'lacks', 'both', 'thrills', 'and', 'humor.']","[1.6776450804851792, 2.731803675288437, 1.7971841927560446, 1.3046027321530649, 1.309620549596236, 1.5277419235098946, 1.151971100613992, 1.4259583997388525, 1.3320096050111774, 1.524550843792497, 1.8623115385644018, 1.5184070965777108, 1.731650594907082, 1.7135293234965765, 3.538456835831659, 1.3275509770340594, 2.4608394580366344, 1.7460343234217255, 1.7725532999039988, 2.210322269663352, 1.4847565692558204, 2.4354051226044007]",negative,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1]"
286,286,120,"[0, 29530, 514, 223, 10, 1275, 4081, 16, 10, 22364, 8, 27274, 1236, 20948, 4468, 822, 14, 17384, 5, 12509, 7070, 227, 390, 2156, 514, 2156, 2574, 2156, 8, 17969, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['warm', 'water', 'under', 'a', 'red', 'bridge', 'is', 'a', 'quirky', 'and', 'poignant', 'japanese', 'film', 'that', 'explores', 'the', 'fascinating', 'connections', 'between', 'women,', 'water,', 'nature,', 'and', 'sexuality.']","[0, 29530, 514, 223, 10, 1275, 4081, 16, 10, 22364, 8, 27274, 1236, 20948, 4468, 822, 14, 17384, 5, 12509, 7070, 227, 390, 2156, 514, 2156, 2574, 2156, 8, 17969, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['warm', 'water', 'under', 'a', 'red', 'bridge', 'is', 'a', 'quirky', 'and', 'poignant', 'japanese', 'film', 'that', 'explores', 'the', 'fascinating', 'connections', 'between', 'women,', 'water,', 'nature,', 'and', 'sexuality.']","[2.456605601921499, 1.576164994165801, 1.568840707932734, 1.2806204420931964, 1.3570528855065895, 1.727923839485789, 1.4269965042355506, 1.4845082566582568, 2.425815375505993, 1.434320246560468, 2.112660049528711, 1.2666281744888477, 2.2410510222061224, 1.7467869638040734, 1.5833935027144665, 1.6599422079743726, 1.8583251325653878, 1.4757169462265833, 1.813369031953845, 1.5935776488922937, 1.5461194909283837, 1.5074489322462066, 1.371459150100715, 1.470172378383509]",positive,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
287,287,210,"[0, 3654, 129, 16, 17814, 2138, 25, 6269, 2156, 114, 45, 55, 98, 2156, 87, 258, 28410, 179, 4361, 3541, 2156, 53, 24, 128, 29, 67, 65, 9, 5, 18369, 2156, 14065, 33931, 34258, 29, 7, 283, 552, 11, 103, 86, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['not', 'only', 'is', 'undercover', 'brother', 'as', 'funny,', 'if', 'not', 'more', 'so,', 'than', 'both', 'austin', 'powers', 'films,', 'but', ""it's"", 'also', 'one', 'of', 'the', 'smarter,', 'savvier', 'spoofs', 'to', 'come', 'along', 'in', 'some', 'time.']","[0, 3654, 129, 16, 17814, 2138, 25, 6269, 2156, 114, 45, 55, 98, 2156, 87, 258, 28410, 179, 4361, 3541, 2156, 53, 24, 128, 29, 67, 65, 9, 5, 18369, 2156, 14065, 33931, 34258, 29, 7, 283, 552, 11, 103, 86, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['not', 'only', 'is', 'undercover', 'brother', 'as', 'funny,', 'if', 'not', 'more', 'so,', 'than', 'both', 'austin', 'powers', 'films,', 'but', ""it's"", 'also', 'one', 'of', 'the', 'smarter,', 'savvier', 'spoofs', 'to', 'come', 'along', 'in', 'some', 'time.']","[1.5883295438741543, 1.276439199247829, 1.2469986305696814, 1.7805530807315162, 1.35946861803753, 1.2175352055822242, 1.5329047423977078, 1.311608723278827, 1.303143111460168, 1.081426634079905, 1.0264312706058134, 1.1603544476070333, 1.260804953991867, 1.3472276642791685, 1.3454085296615288, 2.409779361116909, 1.2884855669925532, 1.4848001252493672, 1.3774401416576811, 1.3479849422887797, 1.3618952023561106, 1.312977831302441, 1.3957906167860057, 1.2255107316169618, 1.278566661447169, 1.1428041596932805, 1.1929411998338928, 1.334032026853383, 1.8457091909585492, 1.3214778274735688, 1.5099371080572224]",positive,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
